Org Name,Endpoint,Audience,Route
Decatur Neurological Associate,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75869,Provider,Direct
Decatur Orthopedic Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10121736,Provider,Direct
Deerwood Family Practice Pllc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/71747,Provider,Direct
Delaware Family Care,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/55841,Provider,Direct
Delaware Modern Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10033833,Provider,Direct
Delaware Otolaryngology Consultants LLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/59416,Provider,Direct
Delmar Family Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10028551,Provider,Direct
Delmed Health LLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10033633,Provider,Direct
Delta Clinics PLC dba Heart And Vascular,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/59560,Provider,Direct
Delta Health Cancer Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10594841,Provider,Direct
Delta Obstetrics Gynecology,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10037202,Provider,Direct
Delta Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/70036KV,Provider,Direct
Denver Endo  Diabetes &Thyroid,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10046108,Provider,Direct
Denver West Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0008546,Provider,Direct
Dermatology Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10035800,Provider,Direct
Dermatology Center of Williamsburg,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/74684,Provider,Direct
Dermatology of North Alabama,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/74439,Provider,Direct
Dermatology Specialists of Omaha,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10042673,Provider,Direct
Derry Medical Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10030761,Provider,Direct
Desai Medical Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10044398,Provider,Direct
Desert Sleep Disorders Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/70372B,Provider,Direct
Desert Surgical Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10119772,Provider,Direct
Dicorleto Md Peter,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/55883,Provider,Direct
Digestive And Liver Clinic,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/74093,Provider,Direct
Digestive Disease Assoc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10030934,Provider,Direct
Digestive Disease Specialists,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10062222,Provider,Direct
Digestive Health Assoc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10034640,Provider,Direct
Digestive Medicine Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0004572,Provider,Direct
Dillon Internal Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0900120,Provider,Direct
Discovery Pediatrics Inc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/59370,Provider,Direct
Docere Physicians,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/57526,Provider,Direct
Doctors Office Inc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75797,Provider,Direct
Domed Llc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10025419,Provider,Direct
Dominion Family Healthcare,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10035692,Provider,Direct
Dominion Medical Associates  Inc.,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/11698,Provider,Direct
Donald Levy Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10981568,Provider,Direct
Donnie P Dunagan MD,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/900100,Provider,Direct
Dothan Pediatric Clinic,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0005131,Provider,Direct
Dothan Specialty Clinic,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10049494,Provider,Direct
Douglas C Walker,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/71192,Provider,Direct
Douglas Medical Specialists,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/57851,Provider,Direct
Dover Family Physicians,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/59067,Provider,Direct
Dowd  Md  James,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10032127,Provider,Direct
Dr Albert Kim,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/61683,Provider,Direct
Dr Anthony Anfuso,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10082932,Provider,Direct
Dr Anthony J Rizzo,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/70034,Provider,Direct
Dr Carlos Mayo,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/9323,Provider,Direct
Dr Charbel Moussallem,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/74544,Provider,Direct
Dr Charles M Mcclean DoPa,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76309,Provider,Direct
Dr David Lopez,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75262,Provider,Direct
Dr F Andrew Morfesis,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10032429,Provider,Direct
Dr Ferrel L Endsley,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75341,Provider,Direct
Dr Francis E Tacka Do,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76075,Provider,Direct
Dr Gadam M Rao Md Pa,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76186,Provider,Direct
Dr Glenn Chapman,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10077805,Provider,Direct
Dr Gregory Cali Do,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/74310,Provider,Direct
Dr Haddad Medical LLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10253809,Provider,Direct
Dr Harleen Kaur Family Prac,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/73026,Provider,Direct
Dr Ian Myers,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10035900,Provider,Direct
Dr Jane Iris Farhi,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77067,Provider,Direct
Dr Jeffrey Karr,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10051088,Provider,Direct
Dr John Demicco,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10022220,Provider,Direct
Dr Jonathan Pasko,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10026469,Provider,Direct
Dr Joseph Lin,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/1700090,Provider,Direct
Dr Kenneth Martinez,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/68462,Provider,Direct
Dr Kevin T OConnor,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10065912,Provider,Direct
Dr Laura Katz,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10026476,Provider,Direct
Dr M Forghani S Corp,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75189,Provider,Direct
Dr N Christine Le,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/073459,Provider,Direct
Dr Pravin Panchal,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75696,Provider,Direct
Dr Sanjay Prasad,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0008604,Provider,Direct
Dr Sharon Yuen,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75314,Provider,Direct
Dr Stephanie Suber,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10078791,Provider,Direct
Dr Teresita T. Barbadillo,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72013,Provider,Direct
Dr Vince Ajanwachuku,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/73320,Provider,Direct
Dr. Darrin Scherer DO PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/1700207,Provider,Direct
Dr. Mehta MD.,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10082908,Provider,Direct
Dr. Patrick Tamim MD,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10077298,Provider,Direct
Dr. Rafael H. Villarosa  MD - Redlands Yucaipa Medical Group,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/73628,Provider,Direct
Dr. Robert Ching  Do,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76713,Provider,Direct
Dr. Rudolph Vela,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0008465,Provider,Direct
Dr. Susan Volpicella-Levy  DO,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/73402,Provider,Direct
Dr. Thomas P. von Unrug MD,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10062715,Provider,Direct
DSM Sleep Specialist PLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10196820,Provider,Direct
Dumrong Tangchitnob Md Inc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76189,Provider,Direct
Dupont Private Health,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10481847,Provider,Direct
Ear Nose And Throat Assoc Of Frisco Pa,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10027574,Provider,Direct
Ear Nose and Throat Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/11260846,Provider,Direct
Ear Nose and Throat Plastic Surgery,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/73916P,Provider,Direct
Ear Nose and Throat Specs Of NW PA,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0002109,Provider,Direct
Ear  Nose & Throat Specialist of Florida,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10069211,Provider,Direct
Ear  Nose & Throat Specialist Of Tulsa,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10027058,Provider,Direct
Ear  Nose & Throat Specs Of NW  PA,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10012336,Provider,Direct
East Dallas Neurological Services,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10062141,Provider,Direct
East Holmes Family Care,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/56545J,Provider,Direct
East Rockaway Neuropsychology PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/11514843,Provider,Direct
Eastern Carolina ENT,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10042881,Provider,Direct
Eastern Carolina Medical Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10052809,Provider,Direct
Eastern Carolina Pain Management Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0901274,Provider,Direct
Eastern Iowa Gastroenterology,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72250CF,Provider,Direct
Eastern PA Gastro & Liver Spec,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10016701,Provider,Direct
Eastern Wake Internal Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76880,Provider,Direct
Eastside Premier Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/57879,Provider,Direct
Eating Recovery Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10005219,Provider,Direct
ECHN Medical Group,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10028637,Provider,Direct
Eden Internal Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/56373,Provider,Direct
Edgar R DelaCruz MD Inc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/56545P,Provider,Direct
Edina Sports + Family Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10027656,Provider,Direct
Edward J. Bujold M.D. d/b/a Granite Falls Family Medical Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0900979,Provider,Direct
Edwin Alexander Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75675,Provider,Direct
Efrain Flores PediatricsSc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75977,Provider,Direct
Ehab Sargious Md Inc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76627,Provider,Direct
eHealth Consulting,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10226803,Provider,Direct
El Paso Neurological Institute PA,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10039250,Provider,Direct
El Paso Wellness And Healthcare,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10037090,Provider,Direct
Elise M Brett  MD PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10036569,Provider,Direct
Elite Spine and Orthopedics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0011278,Provider,Direct
Elite Womens Care,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77689,Provider,Direct
Elizabeth Family Health,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0003137,Provider,Direct
Elizabeth Family Practice,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10022012,Provider,Direct
Elkin Pediatric And Adult Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/55827,Provider,Direct
Ellis Pain Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/68522,Provider,Direct
Emcura Medical,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10062402,Provider,Direct
Emerald Medical Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76861,Provider,Direct
Emilio Del Priore Md Pc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77701,Provider,Direct
Emmanuel R Reyes Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/74597,Provider,Direct
Endocrine & Metabolic Disorders Center PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10088479,Provider,Direct
EndoMed Clinic SC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10086544,Provider,Direct
ENT Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72700,Provider,Direct
ENT Centers of Excellence,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10211805,Provider,Direct
ENT Consultants & Hearing Svcs,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10023673,Provider,Direct
ENT Head & Neck Surgery PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0011607,Provider,Direct
ENT Specialist  PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10022399,Provider,Direct
ENT Surgical Consultants Ltd,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0002371,Provider,Direct
EPIC Health System,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10031494,Provider,Direct
Eric Carlson M D,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/8079,Provider,Direct
Ermias Tilahun MD SC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/74064,Provider,Direct
Estelita B Calica Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77672,Provider,Direct
Everyones Ent & Sinus Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76963,Provider,Direct
Exigence Management Company - EPN,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10051811,Provider,Direct
F G Powderly Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10059109,Provider,Direct
F. GEOFFERY CONNER  MD  PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0003876,Provider,Direct
F. GEOFFERY CONNER  MD  PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10024914,Provider,Direct
Face and Skin LLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75239,Provider,Direct
Fair Hill Family Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10045640,Provider,Direct
Faith Medical Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10030760,Provider,Direct
Fall General Surgery,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10042050,Provider,Direct
Fallbrook Family Health Care,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10235808,Provider,Direct
Family Care Black Mountain/Old Fort,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/56859,Provider,Direct
Family Care of Fairview  PA,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0008445,Provider,Direct
Family First Of Jacksonville,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76544,Provider,Direct
Family First Swiftcare Llc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/70572,Provider,Direct
Family Health Care of Northwest Ohio Inc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10007750,Provider,Direct
Family Health Care of Siouxland,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10034504,Provider,Direct
Family Health Clinic,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/58061,Provider,Direct
Family Health Clinic Inc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/1068,Provider,Direct
Family Medcenters PA,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/57689,Provider,Direct
Family Medical Associates of Raleigh,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10403874,Provider,Direct
Family Medical Care Associates PLLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10034084,Provider,Direct
Family Medical Care Of St. Augustine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/78045,Provider,Direct
Family Medical Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/57966,Provider,Direct
Family Medical Group Of Texarkana,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/57665,Provider,Direct
Family Medical Specialists of Florida,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/59548,Provider,Direct
Family Medical Specialties,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10034274,Provider,Direct
Family Medicine Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0006794,Provider,Direct
Family Medicine Clinic,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10049447,Provider,Direct
Family Medicine Health Care Pllc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/73278,Provider,Direct
Family Medicine Of Edenton,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10031335,Provider,Direct
Family Medicine Rehabilitation Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10063668,Provider,Direct
Family Medicine Solutions,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/71605,Provider,Direct
Family MedSurg Clinic,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/70036NG,Provider,Direct
Family Physicians Group  PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72827,Provider,Direct
Family Physicians of Evans,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10037502,Provider,Direct
Family Practice Assoc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10056927,Provider,Direct
Family Practice Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/57963,Provider,Direct
Family Practice Associates of Lexington,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10035957,Provider,Direct
Fanny Gonzalez Md Pa,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72416,Provider,Direct
Fauquier Family Practice,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/56467,Provider,Direct
Fayette Surgical Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10038347,Provider,Direct
Fayetteville Medical Associates  P.C.,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10027906,Provider,Direct
Fayetteville Otolaryngology,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10033564,Provider,Direct
Fayetteville Pulmonology,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0901763,Provider,Direct
FCMH Medical And Surgical Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0000699,Provider,Direct
Fem Care Health Associates  PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10045823,Provider,Direct
Ferraz MD Ricardo J P,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/57837,Provider,Direct
First Care PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/73563,Provider,Direct
First Coast Heart and Vascular Center PA,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10062345,Provider,Direct
Floral Park Arthritis Pc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76594,Provider,Direct
Florante Melchor Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10981459,Provider,Direct
Florida Neurosurgical Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10021331,Provider,Direct
Florida Otolaryngology Group,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10006617,Provider,Direct
Florida Physicians Specialist  LLC.,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10613856,Provider,Direct
Florida Sports Injury and Ortho Inst,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/11527841,Provider,Direct
FloridaSportsOrthopaedicSpineMedicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/11720,Provider,Direct
Foot And Ankle Institute,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/73931,Provider,Direct
Foot Ankle Specialists Of Virginia,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10065611,Provider,Direct
Foothill Surgical Specialists,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77159,Provider,Direct
Foothills Family Medicine Of Westminster,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76877,Provider,Direct
Foothills Pain Management Clinic PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75660,Provider,Direct
Foothills Podiatry PA,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0010710,Provider,Direct
Forefront Management LLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/56246,Provider,Direct
Fort Myers Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/71963,Provider,Direct
Fort Worth ENT,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/69571,Provider,Direct
Forum Medical Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76187,Provider,Direct
France Avenue Family Physicians,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10018695,Provider,Direct
France Medical Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10052202,Provider,Direct
Francisco Gil Professional Medical Corporation,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76648,Provider,Direct
Francisco Lossio MD PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/63496,Provider,Direct
Franklin Medical Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75374,Provider,Direct
Frederick Boghossian MD,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/71764,Provider,Direct
Frederick Community Action,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/1700050,Provider,Direct
Frederick Dermatology Assoc.,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10056947,Provider,Direct
Frischer Medical Group,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10009633,Provider,Direct
Front Range Otolaryngology & Fpc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10031876,Provider,Direct
Front Range Surgical Services,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/74003,Provider,Direct
G and G Healthcare,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77192,Provider,Direct
G and T Orthopaedics and Sports Med,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10043149,Provider,Direct
Garcia and Associates OBGYN  LLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10242888,Provider,Direct
Garner Internal Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10035974,Provider,Direct
Gary Weinstock Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77319,Provider,Direct
Gastro Group Of The Palm Beaches Llp,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0004948,Provider,Direct
GASTROENTEROLOGY & HEPATOLOGY CONSULTANTS,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/70581,Provider,Direct
Gastroenterology Associates of Fredericksburg,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10056213,Provider,Direct
Gastroenterology Associates Of Gainesville  P.C.,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10038297,Provider,Direct
Gastroenterology Associates PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/000101,Provider,Direct
Gastroenterology Associates PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10016395,Provider,Direct
Gastroenterology Consultants PA,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0010753,Provider,Direct
Gastroenterology Consultants PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10007539,Provider,Direct
Gastroenterology Group Naples,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/1501030,Provider,Direct
Gastroenterology Institute,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/71194,Provider,Direct
Gastroenterology Institute,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0009058,Provider,Direct
Gastroenterology Specialists Of Gwinnett  Pc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10022398,Provider,Direct
Gastrointestinal Specialists,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10051029,Provider,Direct
Gastrointestinal Specialists  Inc.,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10033042,Provider,Direct
General and Vascular Surgery Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10078561,Provider,Direct
General Surgeons Of Western Colorado,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75847,Provider,Direct
General Surgery Medical Group Of Ventura,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75168,Provider,Direct
General Surgery Physicians Pc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10039627,Provider,Direct
Genesee Family Care,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72888,Provider,Direct
Georgia Internal Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/74180,Provider,Direct
Georgia Kidney Assoc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10011987,Provider,Direct
Georgia Kidz Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/11442,Provider,Direct
Georgia Pain Institute,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10010542,Provider,Direct
Ghassan Fanous  MD,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/69325B,Provider,Direct
